ORIGEN;NUM_IDENT;COD_CLIENTE;FEC_PRORROGA;ABO_VIGENTES;ABO_NOVIGENTES;PERDIDA_BENEF;FEC_PERDIDA_BENEF;ACCOUNT_MANAGER;DIRECTOR_CUENTA;TRAMO_HR;CONTACTO;ANTIGUEDAD_VTA;TIPO_TOP;REPACTACION;CONTENCION;CONT_MES;DESC_PORCENTAJE;DESC_MONTO;DESC_MES;CUOTA_EQ;CUOTA_EQ_MONTO;MES_BAJA;TENENCIA_PROD;FEC_PROCESO
SCL;78027430-1;28104158;;0;32;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78027430-1;315301400-805356800;;0;0;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78027430-1;315301400-5356800;;0;0;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78027430-1;315301400-205356800;;0;0;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78027430-1;315301400-705356800;;0;0;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78027430-1;315301400-794356800;;0;0;NO;;Paola Gonzalez;Luis Badilla;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76204474-9;30910039;13-11-2015;0;0;NO;;;;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76204474-9;90130709-60699740;;0;0;NO;;;;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76206704-8;29683226;17-11-2015;4;0;NO;;;;15:00 - 16:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76206704-8;26849687;;0;7;NO;;;;15:00 - 16:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76206704-8;26849687;;0;7;NO;;;;15:00 - 16:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76215569-9;48290205-37659561;;0;0;NO;;;;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77441470-3;3178717;;0;1;NO;;David Cori;Nosvaldo Reyes;15:00 - 16:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77441470-3;3178717;;0;1;NO;;David Cori;Nosvaldo Reyes;15:00 - 16:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77441470-3;385443300-74296764;;0;0;NO;;David Cori;Nosvaldo Reyes;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77441470-3;385443300-74296764;;0;0;NO;;David Cori;Nosvaldo Reyes;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78442620-3;694271400-714108800;;0;0;NO;;Marcela Obreque;Nosvaldo Reyes;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78442620-3;694271400-714108800;;0;0;NO;;Marcela Obreque;Nosvaldo Reyes;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77892560-5;305532500-88957273;;0;0;NO;;;;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77892560-5;305532500-88957273;;0;0;NO;;;;15:00 - 16:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78858510-1;23912841;;0;1;NO;;;;15:00 - 16:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28907562;;0;130;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28827290;;0;1;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28827290;;0;1;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;29510703;;0;3;NO;;;;15:00 - 16:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;29510703;;0;3;NO;;;;15:00 - 16:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28688726;;0;4;NO;;;;15:00 - 16:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28688726;;0;4;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28688726;;0;4;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28370323;;0;3;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28370323;;0;3;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28370323;;0;3;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28370323;;0;3;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28370323;;0;3;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28671655;;0;1;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76584210-7;28671655;;0;1;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76584210-7;38246471-5402447;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76584210-7;38246471-5402447;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76584210-7;38246471-5402447;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77009800-9;21443695;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77009800-9;21443695;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77009800-9;21443695;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78792510-3;22294069;;0;5;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78792510-3;22294069;;0;5;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78792510-3;22294069;;0;5;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77747340-9;29794172;14-11-2015;1;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77747340-9;20442009;14-11-2015;1;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77747340-9;9203898;14-11-2015;1;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77747340-9;904323400-31734775;;0;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77747340-9;904323400-17669554;;0;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77747340-9;904323400-17669554;;0;0;NO;;Maria Paz Huerta;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77843760-0;898919500-500910210;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78259960-7;30189663;14-11-2015;1;0;NO;;Maria Eliana Beltran;Luis Badilla;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78259960-7;30189663;14-11-2015;1;0;NO;;Maria Eliana Beltran;Luis Badilla;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78259960-7;29379853;11-12-2015;28;0;NO;;Maria Eliana Beltran;Luis Badilla;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78259960-7;29379853;11-12-2015;28;0;NO;;Maria Eliana Beltran;Luis Badilla;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78270130-4;28346568;;0;25;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78996910-8;26773294;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78996910-8;26773294;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;96551630-1;2985257;;0;3;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;96551630-1;2985257;;0;3;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;96568960-5;29553026;;0;2;NO;;Gonzalo Gamboa;Nosvaldo Reyes;11:00 - 12:00;1;1 a 6 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;96568960-5;27195266;24-11-2015;11;0;NO;;Gonzalo Gamboa;Nosvaldo Reyes;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;96601850-K;15267769;;0;5;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-97052761;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-97052761;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-89524477;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-89524477;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-35781573;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96601850-K;180822400-35781573;;0;0;NO;;Jaquelin Merino;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;6009162-5;22436961;;0;1;NO;;Ana Valdivia;Nosvaldo Reyes;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6009162-5;242260500-524064010;;0;0;NO;;Ana Valdivia;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;14448286-7;13970361;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;14448286-7;13970361;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;6376716-6;28019230;;0;11;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;6376716-6;15698561;17-11-2015;4;3;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-743130700;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-743130700;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-38793249;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-38793249;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-8532765;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;6909606-9;656953300-8532765;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;69141700-K;24081039;23-11-2015;10;0;NO;;;;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;69141700-K;22100078;16-11-2015;3;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;69141700-K;18190000;14-11-2015;1;5;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;69141700-K;823960600-319492210;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;69141700-K;823960600-319492210;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;10795122-9;28163465;;0;9;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;10795122-9;28163465;;0;9;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;10795122-9;28163465;;0;9;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;10795122-9;28163465;;0;9;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7126244-8;6101724;15-11-2015;2;1;NO;;Felipe Galaz;Nosvaldo Reyes;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7126244-8;752861500-73818975;;0;0;NO;;Felipe Galaz;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7126244-8;752861500-73818975;;0;0;NO;;Felipe Galaz;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7126244-8;752861500-431666010;;0;0;NO;;Felipe Galaz;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;26729330;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;26729330;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;26729330;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;4149632;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;4149632;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;4149632;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;428911;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;428911;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7414550-7;428911;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7414550-7;974464500-752522110;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7414550-7;974464500-24391297;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;7490757-1;12930555;14-11-2015;1;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7490757-1;361744600-26232857;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;7490757-1;361744600-26232857;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76078457-5;25441969;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76078457-5;25441969;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76078465-6;26461233;;0;11;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76078465-6;26461233;;0;11;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76078465-6;26461233;;0;11;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76080565-3;46486159-46326053;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76081365-6;26440055;;0;10;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76081365-6;26440055;;0;10;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76081365-6;26440055;;0;10;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76130641-3;28559841;;0;2;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76130641-3;28559841;;0;2;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76632010-4;29339498;;0;1;NO;;;;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76006366-5;29558712;01-02-2016;80;0;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76006366-5;28456775;18-11-2015;5;0;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76006366-5;82192052-49872609;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76781480-1;87341835-99137527;;0;0;NO;;Pier Bozzo;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76781480-1;87341835-12704488;;0;0;NO;;Pier Bozzo;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76781480-1;87341835-12704488;;0;0;NO;;Pier Bozzo;Nosvaldo Reyes;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76032933-9;28306975;;0;35;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76032933-9;29274483;;0;15;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76032933-9;29274483;;0;15;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76035653-0;26844609;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76035653-0;26844609;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76035653-0;28703968;;0;20;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76035653-0;28703968;;0;20;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76035653-0;947756-84752129;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76035653-0;947756-84752129;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;29472190;;0;1;NO;;;;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;29472190;;0;1;NO;;;;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;29472190;;0;1;NO;;;;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19143758;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19143758;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19143758;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19860242;;0;2;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19860242;;0;2;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76039845-4;19860242;;0;2;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76042264-9;20385752;14-11-2015;1;0;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76042264-9;90616061-10440556;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76042264-9;90616061-75098917;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76042264-9;90616061-75098917;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76042264-9;90616061-75098917;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76067251-3;43038237-70042338;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76067251-3;43038237-70042338;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76068292-6;23916480;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76072609-5;28698966;;0;15;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76072609-5;28698966;;0;15;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76072609-5;28698966;;0;15;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76072609-5;28698966;;0;15;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
